Lemma,Part of Speech Code,Full Citation Form,BDAG Entry,Danker Entry,Dodson Entry,Mounce Entry,Strongs,GK,Dodson Part of Speech Code,Gloss,Mounce MorphCat,root,verbs,Part of Speech
Ἐλύμας,N,"Ἐλύμας, α, ὁ",Ἐλύμας,"Ἐλύμας, α, ὁ","Ἐλύμας, ᾶ, ὁ",Ἐλύμας,1681,1829,N:M,Elymas,n-1e,,,Noun
ἐλωΐ,N/ARAM,ἐλωΐ,ἐλωΐ,ελωι,ἐλωΐ,ἐλωΐ,1682,1830,ARAM,Aramaic for my God,n-3g(2),,,Noun
ἐμαυτοῦ,RP1/F,,ἐμαυτοῦ,"ἐμαυτοῦ, ῆς","ἐμαυτοῦ, ῆς, οῦ",ἐμαυτοῦ,1683,1831,F,of myself,a-1a(2a),,,Pronoun - Personal
ἐμβαίνω,V,,ἐμβαίνω,ἐμβαίνω,ἐμβαίνω,ἐμβαίνω,1684,1832,V,I embark,cv-2d(6),,,Verb
ἐμβάλλω,V,,ἐμβάλλω,ἐμβάλλω,ἐμβάλλω,ἐμβάλλω,1685,1833,V,"I cast in, throw in",cv-2d(1),,,Verb
ἐμβάπτω,V,,ἐμβάπτω,ἐμβάπτω,ἐμβάπτω,ἐμβάπτω,1686,1835,V,I dip into,cv-4,,,Verb
ἐμβατεύω,V,,ἐμβατεύω,ἐμβατεύω,ἐμβατεύω,ἐμβατεύω,1687,1836,V,"I enter, set foot on",cv-,,,Verb
ἐμβιβάζω,V,,ἐμβιβάζω,ἐμβιβάζω,ἐμβιβάζω,ἐμβιβάζω,1688,1837,V,"I embark, put on board",cv-2a(1),,,Verb
ἐμβλέπω,V,,ἐμβλέπω,ἐμβλέπω,ἐμβλέπω,ἐμβλέπω,1689,1838,V,"I look into, look upon",cv-1b(1),,,Verb
ἐμβριμάομαι,V,,ἐμβριμάομαι,ἐμβριμάομαι,ἐμβριμάομαι,ἐμβριμάομαι,1690,1839,V,"I snort, express indignant displeasure",cv-1d(1a),,,Verb
ἐμέω,V,,ἐμέω,ἐμέω,ἐμέω,ἐμέω,1692,1840,V,I vomit forth,v-1d(2b),,,Verb
ἐμμαίνομαι,V,,ἐμμαίνομαι,ἐμμαίνομαι,ἐμμαίνομαι,ἐμμαίνομαι,1693,1841,V,I am madly enraged with,cv-2d(4),,,Verb
Ἐμμανουήλ,N,"Ἐμμανουήλ, ὁ",Ἐμμανουήλ,"Ἐμμανουήλ, ὁ","Ἐμμανουήλ, ὁ",Ἐμμανουήλ,1694,1842,N-PRI,Emmanuel,n-3g(2),,,Noun
Ἐμμαοῦς,N,"Ἐμμαοῦς, ἡ",Ἐμμαοῦς,"Ἐμμαοῦς, ἡ","Ἐμμαούς, ἡ",Ἐμμαοῦς,1695,1843,N-PRI,Emmaus,n-2d(1),,,Noun
ἐμμένω,V,,ἐμμένω,ἐμμένω,ἐμμένω,ἐμμένω,1696,1844,V,"I remain or abide in, abide by, maintain",cv-1c(2),,,Verb
Ἑμμώρ,N,"Ἑμμώρ, ὁ",Ἑμμώρ,"Ἐμμώρ, ὁ","Ἐμμόρ, ὁ",Ἑμμώρ,1697,1846,N-PRI,Hamor,n-3g(2),,,Noun
ἐμός,A/RP1,,ἐμός,"ἐμός, ή, όν","ἐμός, ή, όν",ἐμός,1699,1847,S,mine,a-1a(2a),,,Adjective
ἐμπαιγμονή,N,"ἐμπαιγμονή, ῆς, ἡ",ἐμπαιγμονή,"ἐμπαιγμονή, ῆς, ἡ",,ἐμπαιγμονή,,1848,,,n-1b,,,Noun
ἐμπαιγμός,N,"ἐμπαιγμός, οῦ, ὁ",ἐμπαιγμός,"ἐμπαιγμός, οῦ, ὁ","ἐμπαιγμός, οῦ, ὁ",ἐμπαιγμός,1701,1849,N:M,mockery,n-2a,,,Noun
ἐμπαίζω,V,,ἐμπαίζω,ἐμπαίζω,ἐμπαίζω,ἐμπαίζω,1702,1850,V,I mock,cv-2a(2),,,Verb
ἐμπαίκτης,N,"ἐμπαίκτης, ου, ὁ",ἐμπαίκτης,"ἐμπαίκτης, ου, ὁ","ἐμπαίκτης, ου, ὁ",ἐμπαίκτης,1703,1851,N:M,a mocker,n-1f,,,Noun
ἐμπεριπατέω,V,,ἐμπεριπατέω,ἐμπεριπατέω,ἐμπεριπατέω,ἐμπεριπατέω,1704,1853,V,I walk about in a place,cv-1d(2a),,,Verb
ἐμπίμπλημι,V,,ἐμπίμπλημι,ἐμπί(μ)πλημι/ἐμπι(μ)πλάω,ἐμπίπλημι,ἐμπίμπλημι,1705,1855,V,"I fill up, satisfy",cv-6a,,,Verb
ἐμπίμπρημι,V,,ἐμπίμπρημι,ἐμπί(μ)πρημι,,ἐμπίμπρημι,,1856,,,cv-6a,,,Verb
ἐμπίπτω,V,,ἐμπίπτω,ἐμπίπτω,ἐμπίπτω,ἐμπίπτω,1706,1860,V,"I fall in, am cast in",cv-1b(3),,,Verb
ἐμπλέκομαι,V,,ἐμπλέκω,ἐμπλέκω,ἐμπλέκω,ἐμπλέκω,1707,1861,V,"I enfold, entangle",cv-1b(2),,,Verb
ἐμπλοκή,N,"ἐμπλοκή, ῆς, ἡ",ἐμπλοκή,"ἐμπλοκή, ῆς, ἡ","ἐμπλοκή, ῆς, ἡ",ἐμπλοκή,1708,1862,N:F,"a plaiting, braiding",n-1b,,,Noun
ἐμπνέω,V,,ἐμπνέω,ἐμπνέω,ἐμπνέω,ἐμπνέω,1709,1863,V,"I breathe, breathe into, inhale",cv-1a(7),,,Verb
ἐμπορεύομαι,V,,ἐμπορεύομαι,ἐμπορεύομαι,ἐμπορεύομαι,ἐμπορεύομαι,1710,1864,V,"I travel as a merchant, engage in trade",cv-1a(6),,,Verb
ἐμπορία,N,"ἐμπορία, ας, ἡ",ἐμπορία,"ἐμπορία, ας, ἡ","ἐμπορία, ας, ἡ",ἐμπορία,1711,1865,N:F,"trading, trade, trafficking, business",n-1a,,,Noun
ἐμπόριον,N,"ἐμπόριον, ου, τό",ἐμπόριον,"ἐμπόριον, ου, τό","ἐμπόριον, ου, τό",ἐμπόριον,1712,1866,N:N,"market, market-house",n-2c,,,Noun
ἔμπορος,N,"ἔμπορος, ου, ὁ",ἔμπορος,"ἔμπορος, ου, ὁ","ἔμπορος, ου, ὁ",ἔμπορος,1713,1867,N:M,"a merchant, trader",n-2a,,,Noun
ἔμπροσθεν,P,,ἔμπροσθεν,ἔμπροσθεν,ἔμπροσθεν,ἔμπροσθεν,1715,1869,"ADV,PREP","in front, before the face",adverb,,,Preposition
ἐμπτύω,V,,ἐμπτύω,ἐμπτύω,ἐμπτύω,ἐμπτύω,1716,1870,V,I spit upon,cv-1a(4),,,Verb
ἐμφανής,A,"ἐμφανής, ές",ἐμφανής,"ἐμφανής, ές","ἐμφανής, ές",ἐμφανής,1717,1871,A,"manifest, visible",a-4a,,,Adjective
ἐμφανίζω,V,,ἐμφανίζω,ἐμφανίζω,ἐμφανίζω,ἐμφανίζω,1718,1872,V,"I make visible, report against, appear before",cv-2a(1),,,Verb
ἔμφοβος,A,"ἔμφοβος, ον",ἔμφοβος,"ἔμφοβος, ον","ἔμφοβος, ον",ἔμφοβος,1719,1873,A,"full of fear, terrified",a-3a,,,Adjective
ἐμφυσάω,V,,ἐμφυσάω,ἐμφυσάω,ἐμφυσάω,ἐμφυσάω,1720,1874,V,"I breathe into, breathe upon",cv-1d(1a),,,Verb
ἔμφυτος,A,"ἔμφυτος, ον",ἔμφυτος,"ἔμφυτος, ον","ἔμφυτος, ον",ἔμφυτος,1721,1875,A,"inborn, ingrown, congenital, natural",a-3a,,,Adjective
ἐν,P,,ἐν,ἐν,ἐν,ἐν,1722,1877,PREP,"in, on, among (dat)",prep,,,Preposition
ἐναγκαλίζομαι,V,,ἐναγκαλίζομαι,ἐναγκαλίζομαι,ἐναγκαλίζομαι,ἐναγκαλίζομαι,1723,1878,V,I take in my arms,cv-2a(1),,,Verb
ἐνάλιον,A,"ἐνάλιος, ον",ἐνάλιος,"ἐνάλιος, ον","ἐνάλιος, ον",ἐνάλιος,1724,1879,A,living in the sea,a-3a,,,Adjective
ἔναντι,P/ADV,,ἔναντι,ἔναντι,ἔναντι,ἔναντι,1725,1882,ADV,"before, in the presence of",prep,,,Preposition
ἐναντίον,P/ADV,,ἐναντίον,ἐναντίον,ἐναντίον,ἐναντίον,1726,1883,ADV,"before, in the presence of, in the eyes of",prep,,,Preposition
ἐναντίος,A,"ἐναντίος, α, ον",ἐναντίος,"ἐναντίος, α, ον","ἐναντίος, α, ον",ἐναντίος,1727,1885,A,"opposite, opposed, contrary, the adversary",a-1a(1),,,Adjective
ἐνάρχομαι,V,,ἐνάρχομαι,ἐνάρχομαι,ἐνάρχομαι,ἐνάρχομαι,1728,1887,V,I begin,cv-1b(2),,,Verb
ἔνατος,A,"ἔνατος, η, ον",ἔνατος,"ἔνατος, η, ον","ἔνατος, η, ον",ἔνατος,1766,1888,A,ninth,a-1a(2a),,,Adjective
ἐνδεής,A,"ἐνδεής, ές",ἐνδεής,"ἐνδεής, ές","ἐνδεής, ές",ἐνδεής,1729,1890,A,"in need, needy",a-4a,,,Adjective
ἔνδειγμα,N,"ἔνδειγμα, ατος, τό",ἔνδειγμα,"ἔνδειγμα, ατος, τό","ἔνδειγμα, ατος, τό",ἔνδειγμα,1730,1891,N:N,"a plain token, sign, proof",n-3c(4),,,Noun
ἐνδείκνυμι,V,,ἐνδείκνυμι,ἐνδείκνυμι,ἐνδείκνυμι,ἐνδείκνυμι,1731,1892,V,I show forth,cv-3c(2),,,Verb
ἔνδειξις,N,"ἔνδειξις, εως, ἡ",ἔνδειξις,"ἔνδειξις, εως, ἡ","ἔνδειξις, εως, ἡ",ἔνδειξις,1732,1893,N:F,"a showing, proof, demonstration, sign",n-3e(5b),,,Noun
ἕνδεκα,A,ἕνδεκα,ἕνδεκα,ἕνδεκα,"ἕνδεκα, οἱ, αἱ, τά",ἕνδεκα,1733,1894,A-NUI,eleven,n-3g(2),,,Adjective
ἑνδέκατος,A,"ἑνδέκατος, η, ον",ἑνδέκατος,"ἑνδέκατος, η, ον","ἑνδέκατος, η, ον",ἑνδέκατος,1734,1895,A,eleventh,a-1a(2a),,,Adjective
ἐνδέχεται,V,,ἐνδέχομαι,ἐνδέχομαι,ἐνδέχομαι,ἐνδέχομαι,1735,1896,V,"I allow, it is possible",cv-1b(2),,,Verb
ἐνδημέω,V,,ἐνδημέω,ἐνδημέω,ἐνδημέω,ἐνδημέω,1736,1897,V,I am at home,cv-1d(2),,,Verb
ἐνδιδύσκω,V,,ἐνδιδύσκω,ἐνδιδύσκω,ἐνδιδύσκω,ἐνδιδύσκω,1737,1898,V,"I put on, clothe",cv-,,,Verb
ἔνδικος,A,"ἔνδικος, ον",ἔνδικος,"ἔνδικος, ον","ἔνδικος, ον",ἔνδικος,1738,1899,A,"righteous, just",a-3a,,,Adjective
ἐνδοξάζομαι,V,,ἐνδοξάζομαι,ἐνδοξάζω,ἐνδοξάζω,ἐνδοξάζομαι,1740,1901,V,I glorify,cv-2a(1),,,Verb
ἔνδοξος,A,"ἔνδοξος, ον",ἔνδοξος,"ἔνδοξος, ον","ἔνδοξος, ον",ἔνδοξος,1741,1902,A,"highly esteemed, splendid, glorious",a-3a,,,Adjective
ἔνδυμα,N,"ἔνδυμα, ατος, τό",ἔνδυμα,"ἔνδυμα, ατος, τό","ἔνδυμα, ατος, τό",ἔνδυμα,1742,1903,N:N,"a garment, raiment",n-3c(4),,,Noun
ἐνδυναμόω,V,,ἐνδυναμόω,ἐνδυναμόω,ἐνδυναμόω,ἐνδυναμόω,1743,1904,V,"I fill with power, strengthen",cv-1d(3),,,Verb
ἐνδύνω,V,,ἐνδύνω,ἐνδύνω,ἐνδύνω,ἐνδύνω,1744,1905,V,"I clothe, enter, creep into",cv-3a(1),,,Verb
ἔνδυσις,N,"ἔνδυσις, εως, ἡ",ἔνδυσις,"ἔνδυσις, εως, ἡ","ἔνδυσις, εως, ἡ",ἔνδυσις,1745,1906,N:F,a putting on of clothing,n-3e(5b),,,Noun
ἐνδύω,V,,ἐνδύω,ἐνδύω,ἐνδύω,ἐνδύω,1746,1907,V,"I put on, clothe",cv-,,,Verb
ἐνδώμησις,N,"ἐνδώμησις, εως, ἡ",ἐνδώμησις,"ἐνδώμησις, εως, ἡ","ἐνδόμησις, εως, ἡ",ἐνδώμησις,1739,1908,N:F,"the material of a building, a structure",n-3e(5b),,,Noun
ἐνέδρα,N,"ἐνέδρα, ας, ἡ",ἐνέδρα,"ἐνέδρα, ας, ἡ","ἐνέδρα, ας, ἡ",ἐνέδρα,1747,1909,N:F,"an ambush, plot, treachery, fraud",n-1a,,,Noun
ἐνεδρεύω,V,,ἐνεδρεύω,ἐνεδρεύω,ἐνεδρεύω,ἐνεδρεύω,1748,1910,V,"I lie in wait for, seek to entrap, defraud, deceive",cv-,,,Verb
ἐνειλέω,V,,ἐνειλέω,ἐνειλέω,ἐνειλέω,ἐνειλέω,1750,1912,V,"I wrap up, roll up in something",cv-1d(2a),,,Verb
ἔνειμι,V,,ἔνειμι,ἔνειμι,ἔνειμι,ἔνειμι,1751,1913,V,"I am in, within",cv-6b,,,Verb
ἕνεκα,P,,ἕνεκα,"ἕνεκα, ἕνεκεν, and s. entries s. v. εἵνεκεν",,ἕνεκα,,1914,,,prep,,,Preposition
ἕνεκεν,P,,,"ἕνεκα, ἕνεκεν, and s. entries s. v. εἵνεκεν",ἕνεκεν,ἕνεκεν,1752,1915,PREP,"for the sake of, on account of, wherefore",prep,,,Preposition
ἐνενήκοντα,A,ἐνενήκοντα,ἐνενήκοντα,ἐνενήκοντα,ἐνενήκοντα,ἐνενήκοντα,1768,1916,A-NUI,ninety,n-3g(2),,,Adjective
ἐνέος,A,"ἐνεός, ά, όν",ἐνεός,"ἐνεός, ά, όν","ἐνεός, ά, όν",ἐνεός,1769,1917,A,"dumb, speechless",a-1a(1),,,Adjective
ἐνέργεια,N,"ἐνέργεια, ας, ἡ",ἐνέργεια,"ἐνέργεια, ας, ἡ","ἐνέργεια, ας, ἡ",ἐνέργεια,1753,1918,N:F,"working, activity",n-1a,,,Noun
ἐνεργέω,V,,ἐνεργέω,ἐνεργέω,ἐνεργέω,ἐνεργέω,1754,1919,V,"I work, accomplish, am operative",cv-1d(2a),,,Verb
ἐνέργημα,N,"ἐνέργημα, ατος, τό",ἐνέργημα,"ἐνέργημα, ατος, τό","ἐνέργημα, ατος, τό",ἐνέργημα,1755,1920,N:N,"a working, an effect",n-3c(4),,,Noun
ἐνεργής,A,"ἐνεργής, ές",ἐνεργής,"ἐνεργής, ές","ἐνεργής, ές",ἐνεργής,1756,1921,A,effective,a-4a,,,Adjective
ἐνευλογέω,V,,ἐνευλογέω,ἐνευλογέω,ἐνευλογέω,ἐνευλογέω,1757,1922,V,I bless,cv-1d(2a),,,Verb
ἐνέχω,V,,ἐνέχω,ἐνέχω,ἐνέχω,ἐνέχω,1758,1923,V,"I am angry with, entangle",cv-1b(2),,,Verb
ἐνθάδε,D,,ἐνθάδε,ἐνθάδε,ἐνθάδε,ἐνθάδε,1759,1924,ADV,"here, in this place",adverb,,,Adverb
ἔνθεν,D,,ἔνθεν,ἔνθεν,,ἔνθεν,,1925,,,adverb,,,Adverb
ἐνθυμέομαι,V,,ἐνθυμέομαι,ἐνθυμέομαι,ἐνθυμέομαι,ἐνθυμέομαι,1760,1926,V,"I meditate upon, reflect upon",cv-1b(2a),,,Verb
ἐνθύμησις,N,"ἐνθύμησις, εως, ἡ",ἐνθύμησις,"ἐνθύμησις, εως, ἡ","ἐνθύμησις, εως, ἡ",ἐνθύμησις,1761,1927,N:F,"inward thought, reflection, thoughts",n-3e(5b),,,Noun
ἔνι,V,,ἔνι,ἔνι,ἔνι,ἔνι,1762,1928,V,"there is in, is present",,,,Verb
ἐνιαυτός,N,"ἐνιαυτός, οῦ, ὁ",ἐνιαυτός,"ἐνιαυτός, οῦ, ὁ","ἐνιαυτός, οῦ, ὁ",ἐνιαυτός,1763,1929,N:M,a year,n-2a,,,Noun
ἐνίστημι,V,,ἐνίστημι,ἐνίστημι,ἐνίστημι,ἐνίστημι,1764,1931,V,"I place in or upon, am at hand, am present, threaten",cv-6a,,,Verb
ἐνισχύω,V,,ἐνισχύω,ἐνισχύω,ἐνισχύω,ἐνισχύω,1765,1932,V,"I invigorate, strengthen",cv-1a(4),,,Verb
ἐννέα,A,"ἐννέα, οἱ/αἱ/τά",ἐννέα,"ἐννέα, οἱ /αἱ /τά",ἐννέα,ἐννέα,1767,1933,A-NUI,nine,n-3g(2),,,Adjective
ἐννεύω,V,,ἐννεύω,ἐννεύω,ἐννεύω,ἐννεύω,1770,1935,V,I make a sign to by nodding,cv-1a(6),,,Verb
ἔννοια,N,"ἔννοια, ας, ἡ",ἔννοια,"ἔννοια, ας, ἡ","ἔννοια, ας, ἡ",ἔννοια,1771,1936,N:F,"thought, intention, purpose",n-1a,,,Noun
ἔννομος,A,"ἔννομος, ον",ἔννομος,"ἔννομος, ον","ἔννομος, ον",ἔννομος,1772,1937,A,"legal, obedient to the law",a-3a,,,Adjective
ἔννυχα,A/ADV,,,"ἔννυχος, ον",,,,,,,,,,Adjective
ἐνοικέω,V,,ἐνοικέω,ἐνοικέω,ἐνοικέω,ἐνοικέω,1774,1940,V,"I dwell in, am settled in",cv-1d(2a),,,Verb
ἐνορκίζω,V,,ἐνορκίζω,ἐνορκίζω,,ἐνορκίζω,,1941,,,cv-2a(1),,,Verb
ἑνότης,N,"ἑνότης, ητος, ἡ",ἑνότης,"ἑνότης, ητος, ἡ","ἑνότης, ητος, ἡ",ἑνότης,1775,1942,N:F,"oneness, unity",n-3c(1),,,Noun
ἐνοχλέω,V,,ἐνοχλέω,ἐνοχλέω,ἐνοχλέω,ἐνοχλέω,1776,1943,V,"I disturb, cause tumult",cv-1d(2a),,,Verb
ἔνοχος,A,"ἔνοχος, ον",ἔνοχος,"ἔνοχος, ον","ἔνοχος, ον",ἔνοχος,1777,1944,A,"involved in, liable",a-3a,,,Adjective
ἔνταλμα,N,"ἔνταλμα, ατος, τό",ἔνταλμα,"ἔνταλμα, ατος, τό","ἔνταλμα, ατος, τό",ἔνταλμα,1778,1945,N:N,"an injunction, ordinance, precept",n-3c(4),,,Noun
ἐνταφιάζω,V,,ἐνταφιάζω,ἐνταφιάζω,ἐνταφιάζω,ἐνταφιάζω,1779,1946,V,"I embalm, prepare for burial",cv-2a(1),,,Verb
ἐνταφιασμός,N,"ἐνταφιασμός, οῦ, ὁ",ἐνταφιασμός,"ἐνταφιασμός, οῦ, ὁ","ἐνταφιασμός, οῦ, ὁ",ἐνταφιασμός,1780,1947,N:M,"embalming, preparation of a body for burial",n-2a,,,Noun
ἐντέλλομαι,V,,ἐντέλλω,ἐντέλλω,ἐντέλλομαι,ἐντέλλω,1781,1948,V,"I give orders, command",cv-2d(1),,,Verb
ἐντεῦθεν,D,,ἐντεῦθεν,ἐντεῦθεν,ἐντεῦθεν,ἐντεῦθεν,1782,1949,ADV,"hence, from this place, on this side and on that",adverb,,,Adverb
ἔντευξις,N,"ἔντευξις, εως, ἡ",ἔντευξις,"ἔντευξις, εως, ἡ","ἔντευξις, εως, ἡ",ἔντευξις,1783,1950,N:F,"a petition, prayer, intercession",n-3e(5b),,,Noun
ἔντιμος,A,"ἔντιμος, ον",ἔντιμος,"ἔντιμος, ον","ἔντιμος, ον",ἔντιμος,1784,1952,A,"precious, honored, honorable",a-3a,,,Adjective
ἐντολή,N,"ἐντολή, ῆς, ἡ",ἐντολή,"ἐντολή, ῆς, ἡ","ἐντολή, ῆς, ἡ",ἐντολή,1785,1953,N:F,"an ordinance, injunction, command",n-1b,,,Noun
ἐντόπιος,A,"ἐντόπιος, α, ον",ἐντόπιος,"ἐντόπιος, α, ον","ἐντόπιος, ία, ιον",ἐντόπιος,1786,1954,A,"belonging to the place, native, resident",a-1a(1),,,Adjective
ἐντός,D,,ἐντός,ἐντός,ἐντός,ἐντός,1787,1955,ADV,"within, inside, the inside",prep,,,Adverb
ἐντρέπω,V,,ἐντρέπω,ἐντρέπω,ἐντρέπω,ἐντρέπω,1788,1956,V,"I turn to confusion, put to shame, reverence",cv-1b(1),,,Verb
ἐντρέφομαι,V,,ἐντρέφω,ἐντρέφω,ἐντρέφω,ἐντρέφω,1789,1957,V,"I nourish on, am educated in",cv-1b(1),,,Verb
ἔντρομος,A,"ἔντρομος, ον",ἔντρομος,"ἔντρομος, ον","ἔντρομος, ον",ἔντρομος,1790,1958,A,trembling through fear,a-3a,,,Adjective
ἐντροπή,N,"ἐντροπή, ῆς, ἡ",ἐντροπή,"ἐντροπή, ῆς, ἡ","ἐντροπή, ῆς, ἡ",ἐντροπή,1791,1959,N:F,shame,n-1b,,,Noun
ἐντρυφάω,V,,ἐντρυφάω,ἐντρυφάω,ἐντρυφάω,ἐντρυφάω,1792,1960,V,"I revel in, live luxuriously",cv-1d(1a),,,Verb
ἐντυγχάνω,V,,ἐντυγχάνω,ἐντυγχάνω,ἐντυγχάνω,ἐντυγχάνω,1793,1961,V,"I meet, encounter, call upon, make a petition",cv-3a(2b),,,Verb
ἐντυλίσσω,V,,ἐντυλίσσω,ἐντυλίσσω,ἐντυλίσσω,ἐντυλίσσω,1794,1962,V,"I wrap up, roll round, envelop",cv-2b,,,Verb
ἐντυπόω,V,,ἐντυπόω,ἐντυπόω,ἐντυπόω,ἐντυπόω,1795,1963,V,I engrave,cv-,,,Verb
ἐνυβρίζω,V,,ἐνυβρίζω,ἐνυβρίζω,ἐνυβρίζω,ἐνυβρίζω,1796,1964,V,"I insult, outrage, treat contemptuously",cv-2a(1),,,Verb
ἐνυπνιάζομαι,V,,ἐνυπνιάζομαι,ἐνυπνιάζομαι,ἐνυπνιάζομαι,ἐνυπνιάζομαι,1797,1965,V,I dream,v-2a(1),,,Verb
ἐνύπνιον,N,"ἐνύπνιον, ου, τό",ἐνύπνιον,"ἐνύπνιον, ου, τό","ἐνύπνιον, ου, τό",ἐνύπνιον,1798,1966,N:N,"a dream, vision",n-2c,,,Noun
ἐνώπιον,P/ADV,,ἐνώπιον,ἐνώπιον,ἐνώπιον,ἐνώπιον,1799,1967,ADV,"before the face of, in the presence of",prep,,,Preposition
Ἐνώς,N,"Ἐνώς, ὁ",Ἐνώς,"Ἐνώς, ὁ","Ἐνώς, ὁ",Ἐνώς,1800,1968,N-PRI,Enosh,n-3g(2),,,Noun
ἐνωτίζομαι,V,,ἐνωτίζομαι,ἐνωτίζομαι,ἐνωτίζομαι,ἐνωτίζομαι,1801,1969,V,"I take into my ear, listen to",cv-2a(1),,,Verb
Ἑνώχ,N,"Ἑνώχ, ὁ",Ἑνώχ,"Ἑνώχ, ὁ","Ἐνώχ, ὁ",Ἑνώχ,1802,1970,N-PRI,Enoch,n-3g(2),,,Noun
ἕξ,A,ἕξ,ἕξ,ἕξ,"ἕξ, οἱ, αἱ, τά",ἕξ,1803,1971,A-NUI,six,n-3g(2),,,Adjective
ἐξαγγέλλω,V,,ἐξαγγέλλω,ἐξαγγέλλω,ἐξαγγέλλω,ἐξαγγέλλω,1804,1972,V,"I announce publicly, proclaim",cv-2d(1),,,Verb
ἐξαγοράζω,V,,ἐξαγοράζω,ἐξαγοράζω,ἐξαγοράζω,ἐξαγοράζω,1805,1973,V,"I ransom, redeem",cv-2a(1),,,Verb
ἐξάγω,V,,ἐξάγω,ἐξάγω,ἐξάγω,ἐξάγω,1806,1974,V,I lead out,cv-1b(2),,,Verb
ἐξαιρέω,V,,ἐξαιρέω,ἐξαιρέω,ἐξαιρέω,ἐξαιρέω,1807,1975,V,"I remove, choose, rescue",cv-1d(2a),,,Verb
ἐξαίρω,V,,ἐξαίρω,ἐξαίρω,ἐξαίρω,ἐξαίρω,1808,1976,V,"I lift up, remove",cv-2d(2),,,Verb
ἐξαιτέομαι,V,,ἐξαιτέω,ἐξαιτέω,ἐξαιτέω,ἐξαιτέω,1809,1977,V,"I demand of, ask for",cv-1d(2a),,,Verb
ἐξαίφνης,D,,ἐξαίφνης,ἐξαίφνης,ἐξαίφνης,ἐξαίφνης,1810,1978,ADV,"suddenly, unexpectedly",adverb,,,Adverb
ἐξακολουθέω,V,,ἐξακολουθέω,ἐξακολουθέω,ἐξακολουθέω,ἐξακολουθέω,1811,1979,V,"I follow after, imitate",cv-1d(2a),,,Verb
ἑξακόσιοι,A,"ἑξακόσιοι, αι, α",ἑξακόσιοι,"ἑξακόσιοι, αι, α","ἑξακόσιοι, αι, α",ἑξακόσιοι,1812,1980,A,six hundred,a-1a(1),,,Adjective
ἐξαλείφω,V,,ἐξαλείφω,ἐξαλείφω,ἐξαλείφω,ἐξαλείφω,1813,1981,V,"I wipe away, obliterate",cv-1b(1),,,Verb
ἐξάλλομαι,V,,ἐξάλλομαι,ἐξάλλομαι,ἐξάλλομαι,ἐξάλλομαι,1814,1982,V,I leap up,cv-2d(1),,,Verb
ἐξανάστασις,N,"ἐξανάστασις, εως, ἡ",ἐξανάστασις,"ἐξανάστασις, εως, ἡ","ἐξανάστασις, εως, ἡ",ἐξανάστασις,1815,1983,N:F,a resurrection,n-3e(2b),,,Noun
